oof_f1_score,experiment_id,hyperparameter_key,cross_experiment_key,algorithm_name,experiment_#
0.7023439120514415,e4bdce04-2a43-4218-8309-a201c9168716,nVqEgLOdQ7Qpi1PIIThnoRqLWR_ZbBUDbn1o_RGz7mc=,6Ssf2Ev7kGj0-TWajUb2jJGbANQVwN709GGrSDWq2Sg=,LGBMClassifier,4
0.6958080529509102,95a1f212-700f-425e-8d70-c2e7475c49ba,Q34QRjYFx11_ludEW5r_9NKCRndg7yHer-R6qqpejqo=,6Ssf2Ev7kGj0-TWajUb2jJGbANQVwN709GGrSDWq2Sg=,LGBMClassifier,2
0.6778383471296856,bf8c1f15-9c90-43e4-9020-5878a1376906,PWRtF6x8hVo2AkRpiQZwYCl-msutA-L1YIEzx_VYWEo=,6Ssf2Ev7kGj0-TWajUb2jJGbANQVwN709GGrSDWq2Sg=,LGBMClassifier,0
0.6754904595538833,aa6e93a4-cba0-4ac7-99e0-f3aac3566b4f,Cnuf-_kbeY980-eJIRpXwfDpo_1Iske_IwYBMNUm8VY=,6Ssf2Ev7kGj0-TWajUb2jJGbANQVwN709GGrSDWq2Sg=,LGBMClassifier,3
0.6747313644657701,124e8884-abb2-4e9d-b9d6-a0bddd161dfa,hkj2N1gxdTlhJduJDzxJt1rTgTq0iLJfz55bIrS8z9g=,6Ssf2Ev7kGj0-TWajUb2jJGbANQVwN709GGrSDWq2Sg=,LGBMClassifier,1
